nome,endereco,latitude,longitude,cidade
Shopping 100,"R. Benjamin Constant, 529 - Centro, Londrina",-23.308837,-51.15564029999999,Londrina
Shopping Italia,"Av. Inglaterra, 675 - Vila Mesquita, Cambé",-23.2777113,-51.2785306,Londrina
Shopping Villa Lobos,"R. Santa Catarina, 185 - Centro, Londrina",-23.3118846,-51.155778,Londrina
Shopping Antares,"R. Jurema, 5 - Antares, Londrina",-23.3156399,-51.1258753,Londrina
Shopping Imperial,"R. Santa Catarina, 195 - Centro, Londrina",-23.3118831,-51.1556834,Londrina
Shopping Com Tour,"Av. Tiradentes, 1241 - Jardim Shangri-Lá A, Londrina",-23.3008013,-51.1855219,Londrina
Shopping Popular,"R. Belo Horizonte, 1134 - Centro, Cambé",-23.2770932,-51.2811083,Londrina
Independência Shopping,"Av. Presidente Itamar Franco, 3600 - Cascatinha, Juiz de Fora",-21.7809473,-43.3603834,Juiz de Fora
Shopping Jardim Norte,"Av. Brasil, 6345 - Mariano Procópio, Juiz de Fora",-21.7405643,-43.3706894,Juiz de Fora
Santa Cruz Shopping,"R. Jarbas de Lery Santos, 1655 - Centro, Juiz de Fora",-21.7563768,-43.3493146,Juiz de Fora
Mister Shopping,"R. Mr. Moore, 70 - Centro, Juiz de Fora",-21.7593591,-43.3486406,Juiz de Fora
Alameda Mall,"R. Morais e Castro, 300 - Passos, Juiz de Fora",-21.7762755,-43.3476372,Juiz de Fora
Shopping Olga Sola,"Praça São Sebastião, 330 - Três Rios",-22.1162281,-43.2099914,Juiz de Fora
Shopping Américo Silva,"Rua Barão do Rio Branco, 303 - Três Rios",-22.1159297,-43.2103976,Juiz de Fora
Braz Shopping,"R. Braz Bernardino, 105 - Centro, Juiz de Fora",-21.7633346,-43.3473309,Juiz de Fora
Benfica Shopping,"Rua Marília, 510, R. Diogo Álvares, 475 - Benfica, Juiz de Fora",-21.6886316,-43.4343402,Juiz de Fora
Shopping 3 Rios,"R. Dr. Valmir Peçanha, esquina com Rua Duque de Caxias, Centro, - Piracema, Três Rios",-22.1151925,-43.2077754,Juiz de Fora
Manacá Open Mall,"Rua José Lourenço, 463 - São Pedro, Juiz de Fora",-21.7708935,-43.3812784,Juiz de Fora
Getúlio Shopping,"Av. Getúlio Vargas, 695 - Centro, Juiz de Fora",-21.7589116,-43.3483351,Juiz de Fora
Marechal Shopping (Galeria Branca),"R. Marechal Deodoro, 450 - Centro, Juiz de Fora",-21.760128,-43.348538,Juiz de Fora
Shopping Rio Branco,"Av. Barão do Rio Branco, 1844 - Centro, Juiz de Fora",-21.7581396,-43.350718,Juiz de Fora
Shopping da Praça,"Praça João Werneck, 56 - Centro, São José do Vale do Rio Preto",-22.1517736,-42.9236935,Juiz de Fora
Free Shopping Marechal,"R. Marechal Deodoro, 238 - Centro, Juiz de Fora",-21.7607673,-43.3455407,Juiz de Fora
CenterModa - Shopping das Fábricas,"Av. Carlos Alves, 100 - Centro, São João Nepomuceno",-21.5333197,-43.0148017,Juiz de Fora
Barra World Shopping & Park,"Av. Alfredo Balthazar da Silveira, 580 - Recreio dos Bandeirantes, Rio de Janeiro",-23.0105461,-43.4426139,Niterói
Shopping Nova Iguaçu,"Av. Abílio Augusto Távora, 1111 - Luz, Nova Iguaçu",-22.7628932,-43.4651577,São João de Meriti
Shopping Vila Velha,"Av. Luciano das Neves, 2418 - Centro de Vila Velha, Vila Velha",-20.3520419,-40.2977172,Vila Velha
Boulevard Shopping Vila Velha,"Rod. do Sol, 5000 - Itaparica, Vila Velha",-20.3925611,-40.3180631,Vila Velha
Shopping Mestre Álvaro,"Av. João Palácio, 300 - Eurico Salles, Serra",-20.2401833,-40.2748556,Vila Velha
Shopping Vitória,"Av. Américo Buaiz, 200 - Enseada do Suá, Vitória",-20.312346,-40.2880496,Vila Velha
Shopping Montserrat,"Av. Eldes Scherrer Souza, 2162 - Colina de Laranjeiras, Serra",-20.1931374,-40.2663088,Vila Velha
Shopping Praia da Costa,"Shopping - Av. Dr. Olivio Lira, 353 - Nº 353 - Praia da Costa, Vila Velha",-20.3420856,-40.2889761,Vila Velha
Shopping Moxuara,"Av. Mário Gurgel, 5353 - São Francisco, Cariacica",-20.3432012,-40.4002819,Vila Velha
Masterplace Mall,"Av. Nossa Sra. da Penha, 2150 - Barro Vermelho, Vitória",-20.2939987,-40.3012771,Vila Velha
Adventure Mall Boutique,"R. José Pena Medina, 216 - Praia da Costa, Vila Velha",-20.3411539,-40.28572339999999,Vila Velha
Shopping Laranjeiras,"Av. Primeira Avenida, 231 - Parque Res. Laranjeiras, Serra",-20.1969921,-40.2550307,Vila Velha
Shopping Jardins,"R. Carlos Eduardo Monteiro de Lemos, 262 - Jardim da Penha, Vitória",-20.2890994,-40.2930816,Vila Velha
Shopping Day by Day,"R. Elesbão Linhares, 15 - Praia do Canto, Vitória",-20.3011502,-40.2955046,Vila Velha
Shopping Victoria Mall,"Condomínio do Victoria Mall - R. Aristóbulo Barbosa Leão, 500 - Jardim da Penha, Vitória",-20.2794475,-40.2932713,Vila Velha
Shopping Top Life,"Av. Brasil, 2703 - São Diogo II, Serra",-20.2231788,-40.2606285,Vila Velha
Shopping da Terra,"Av. Jerônimo Monteiro, 1690 - Centro de Vila Velha, Vila Velha",-20.3349736,-40.2978137,Vila Velha
Plaza Shopping Jardim Camburi,"R. Italina Pereira Mota, 440 - Jardim Camburi, Vitória",-20.257196,-40.2668152,Serra
Centro da Praia Shopping,"Av. Nossa Sra. da Penha, 570 - Praia do Canto, Vitória",-20.3058438,-40.296448,Vila Velha
SHOPPING BOULEVARD DA PRAIA,"Av. Nossa Sra. da Penha, 356 - Praia do Canto, Vitória",-20.3079567,-40.2956314,Vila Velha
Shopping Portal da Glória,"Av. Jerônimo Monteiro, 825 Shopping - Centro de Vila Velha, Vila Velha",-20.336255,-40.3059636,Vila Velha
Bourbon Shopping Mall,"Av. Rio Branco, 425 - São Pelegrino, Caxias do Sul",-29.1711609,-51.19091580000001,Caxias do Sul
VillagioCaxias Shopping,"Rodovia RSC 453, 2780 - Desvio Rizzo, Caxias do Sul",-29.1760593,-51.2203437,Caxias do Sul
Shopping Villagio Caxias,"Av. Therezinha Pauletti Sanvitto, 367 - Desvio Rizzo, Caxias do Sul",-29.1762291,-51.2191389,Caxias do Sul
Shopping Bento,"R. Mal. Deodoro, 238 - Centro, Bento Gonçalves",-29.1653212,-51.5170105,Caxias do Sul
Caxias Plaza Shopping,"Av. Júlio de Castilhos, 1914 - Centro, Caxias do Sul",-29.16798259999999,-51.181013,Caxias do Sul
Prataviera Shopping Mall,"Av. Júlio de Castilhos, 2030 - Centro, Caxias do Sul",-29.1680556,-51.1822222,Caxias do Sul
L’América Shopping Center,"R. 13 de Maio, 877 - São Bento, Bento Gonçalves",-29.1712646,-51.5120277,Caxias do Sul
Alles Blau Shopping,"Av. Pres. Tancredo de Almeida Neves, 5600 - Casa de Pedra, Igrejinha",-29.6030277,-50.8034395,Caxias do Sul
Shopping Omar Valentini,"R. Cel. Pena de Moraes, 515 - Centro, Farroupilha",-29.2285245,-51.34685169999999,Caxias do Sul
Golden Center Shopping das Fábricas,"ERS122 - Industrial, Farroupilha",-29.2247448,-51.3321604,Caxias do Sul
Macapá Shopping,"R. Leopoldo Machado, 2334 - Trem, Macapá",0.0311847,-51.0630388,Macapá
Amapá Garden Shopping,"Rod. Josmar Chaves Pinto, 2141 - Km 2 - Universidade, Macapá",-0.008665299999999999,-51.0806857,Macapá
Shopping Nações Unidas,"R. São José, 2067 - Central, Macapá",0.034707,-51.05182259999999,Macapá
Villa Nova Shopping,"Av. Pres. Vargas, 341 - Central, Macapá",0.0372866,-51.0526536,Macapá
Shopping da Nações Unidas,"Tv. Abraão Perez, 1125 - Central, Macapá",0.0361638,-51.0502882,Macapá
Shopping Popular,"R. São José, 2553 - Centro, Macapá",0.0303368,-51.0523818,Macapá
Rio Plaza Shopping,"R. Cândido Mendes, 1025 - Central, Macapá",0.03704259999999999,-51.050462,Macapá
New Shopping,"R. Leopoldo Machado, 2183 - Trem, Macapá",0.0326944,-51.06230559999999,Macapá
Espacolaser Shopping Rio Plaza,"R. Independência - Central, Macapá",0.0368338,-51.0499302,Macapá
Beiramar Shopping,"R. Bocaiúva, 2468 - Centro, Florianópolis",-27.5848902,-48.5450349,Florianópolis
Floripa Shopping,"SC-401, 3116 - Saco Grande, Florianópolis",-27.5539395,-48.49852869999999,Florianópolis
Shopping ViaCatarina,"Av. Atílio Pedro Pagani, 270 - Passa Vinte, Palhoça",-27.6420548,-48.6713825,Florianópolis
Villa Romana Shopping,"Av. Me. Benvenuta, 687 - Santa Monica, Florianópolis",-27.5901143,-48.51503229999999,Florianópolis
Continente Shopping,"Esquina Rod - Rodovia BR 101, SC-281, KM 210 - Distrito Industrial, São José",-27.6151933,-48.6450436,Florianópolis
Shopping Itaguaçu,"R. Gerôncio Thives, 1079 - Barreiros, São José",-27.5852384,-48.6141452,Florianópolis
Multi Open Shopping,"Rodovia Dr. Antônio Luiz Moura Gonzaga, 3339 - Rio Tavares, Florianópolis",-27.6577356,-48.4857456,Florianópolis
Shopping Via Lagoa,"R. Henrique Vera do Nascimento, 240 - Lagoa da Conceição, Florianópolis",-27.6049366,-48.466217,Florianópolis
Shopping Oka Floripa,"SC-405, 4397 - Campeche, Florianópolis",-27.6997758,-48.5107931,Florianópolis
SpotMarkt Mall,"R. João Pio Duarte Silva, 1630 - Córrego Grande, Florianópolis",-27.6009834,-48.5017552,Florianópolis
Open Shopping Ingleses,"Rod. João Gualberto Soares, 56 - Ingleses do Rio Vermelho, Florianópolis",-27.4396434,-48.4025533,Florianópolis
Park Mall Palhoça,"BR-101, km 212 - Passa Vinte, Palhoça",-27.6363773,-48.6658093,Florianópolis
Shopping Camelão Palhoça,"R. Prefeito Reinoldo Alves, BR-101, km 213 Marginal, 41 - Passa Vinte, Palhoça",-27.6398312,-48.667704,Florianópolis
Shopping Max&Flora Center,"R. Lauro Linhares, 2055 - Trindade, Florianópolis",-27.5962282,-48.5202794,Florianópolis
Shopping Camelão São José,"R. Wanderlei Júnior, 256 - Campinas, São José",-27.5986111,-48.60805560000001,Florianópolis
Shopping Punta Blu,"Av. Ver. Manoel dos Santos, 1144 - Centro, Bombinhas",-27.1486434,-48.49175839999999,Florianópolis
Shopping Guarapari,"Av. Dr. Roberto Calmon, 140 - Centro, Guarapari",-20.6702986,-40.4985482,Vila Velha
Shopping Jacaraípe,"Av. Abido Saad, 636 - Parque Jacaraipe, Serra",-20.1508582,-40.1859867,Vila Velha
Miramar Shopping,"R. Euclydes da Cunha, 21 - Gonzaga, Santos",-23.9659715,-46.3345978,São Vicente
Shopping VillaLobos,"Av. Dra. Ruth Cardoso, 4777 - Jardim Universidade Pinheiros, São Paulo",-23.5509289,-46.7219327,São Vicente
Praiamar Shopping,"R. Alexandre Martins, 80 - Aparecida, Santos",-23.9768919,-46.3100835,São Vicente
